eigenvalue
0.00010066368646227629
3.6530116890207316e-05
2.3137015844579066e-05
1.5084776936781884e-05
1.2361442168302765e-05
1.0241626247419984e-05
8.247390766746261e-06
6.973619971939545e-06
5.384559393422245e-06
4.368714728548293e-06
3.969559865569139e-06
3.900432970289251e-06
3.5955138832943916e-06
3.1683428651526004e-06
3.0104467252083693e-06
2.7653268732074036e-06
2.4817160634042272e-06
1.1303236617007608e-07
