category,statistic,value
chi2,chi2,24.122559599671828
chi2,chi2_red,1.4189740940983429
chi2,p_empirical,0.13186813186813187
svd,chi2_svd,24.057273284789826
svd,chi2_svd_red,1.4151337226346956
svd,p_svd_empirical,0.13286713286713286
covariance,effective_modes,4.753802047070397
covariance,condition,890.5739999356551
anisotropy,abs_stat,0.04134002778008519
anisotropy,abs_p,0.5374625374625375
