run_tag,mode_index,eigenvalue,relative_eigenvalue,kept_by_svd_cut,delta_projection,abs_delta_projection,raw_chi2_contribution,svd_chi2_contribution,dominant_theta_deg,dominant_loading,cumulative_raw_chi2_contribution,fractional_raw_chi2_contribution,fractional_svd_chi2_contribution
fiducial_mask_sf_gal20_bin10_nside64_smooth3,6,8.247390766746258e-06,0.08193014836424625,True,0.010436713665560204,0.010436713665560204,12.956018292552498,12.956018292552498,5.0,-0.974068932005992,12.956018292552498,0.5370913579473034,0.5385489094786114
fiducial_mask_sf_gal20_bin10_nside64_smooth3,7,6.9736199719395494e-06,0.06927642148842739,True,0.004246414622806545,0.004246414622806545,2.536571473994594,2.536571473994594,115.0,0.7141109689787705,15.492589766547091,0.10515349598427787,0.10543886017200199
fiducial_mask_sf_gal20_bin10_nside64_smooth3,13,3.168342865152601e-06,0.03147453641428023,True,0.0023466871036587657,0.0023466871036587657,1.7050565512983376,1.7050565512983376,65.0,0.7343670411641495,17.19764631784543,0.07068306927601224,0.07087488806873041
fiducial_mask_sf_gal20_bin10_nside64_smooth3,14,3.010446725208369e-06,0.029905985276393942,True,0.0021751501634618632,0.0021751501634618632,1.541729313471793,1.541729313471793,55.0,-0.5624163419739848,18.739375631317223,0.06391234342697065,0.06408578791207184
fiducial_mask_sf_gal20_bin10_nside64_smooth3,9,4.368714728548294e-06,0.043399113246120516,True,0.002429021944847337,0.002429021944847337,1.324859357637942,1.324859357637942,95.0,-0.7176225795163934,20.064234988955164,0.05492200577487499,0.055071052398759666
fiducial_mask_sf_gal20_bin10_nside64_smooth3,1,3.653011689020736e-05,0.36289269918499406,True,-0.006777860725852141,0.006777860725852141,1.2336580774676125,1.2336580774676125,165.0,-0.986918762209746,21.297893066422777,0.0511412593829552,0.05128004586652763
fiducial_mask_sf_gal20_bin10_nside64_smooth3,11,3.900432970289251e-06,0.03874716998121205,True,0.0020830977036710354,0.0020830977036710354,1.091357529149422,1.091357529149422,85.0,0.590272599054614,22.3892505955722,0.045242194330168406,0.04536497200783893
fiducial_mask_sf_gal20_bin10_nside64_smooth3,12,3.595513883294391e-06,0.035718082753126795,True,-0.0011415586095340723,0.0011415586095340723,0.35554620302540996,0.35554620302540996,25.0,-0.568468040011537,22.74479679859761,0.01473915740808231,0.014779156341471308
fiducial_mask_sf_gal20_bin10_nside64_smooth3,10,3.969559865569139e-06,0.039433881323795286,True,-0.0011581420523594892,0.0011581420523594892,0.33146821830889306,0.33146821830889306,15.0,-0.7898090233052083,23.0762650169065,0.013741005258554841,0.013778295419641894
fiducial_mask_sf_gal20_bin10_nside64_smooth3,8,5.384559393422242e-06,0.0534905841685036,True,0.0011526537171819289,0.0011526537171819289,0.242051693814062,0.242051693814062,105.0,-0.7101094790692499,23.318316710720563,0.010034245860764918,0.010061476666480683
fiducial_mask_sf_gal20_bin10_nside64_smooth3,2,2.3137015844579096e-05,0.22984471021980413,True,0.002355079279229801,0.002355079279229801,0.23516046283288405,0.23516046283288405,155.0,-0.9277342825614026,23.553477173553446,0.009748570082757028,0.009775025625267508
fiducial_mask_sf_gal20_bin10_nside64_smooth3,15,2.7653268732074028e-06,0.02747094777066118,True,0.000739228865307403,0.000739228865307403,0.19385274138352623,0.19385274138352623,45.0,0.6583012437434683,23.747329914936973,0.008036159702810457,0.008057968128336859
fiducial_mask_sf_gal20_bin10_nside64_smooth3,16,2.4817160634042264e-06,0.024653538436964068,True,-0.0006803097885956881,0.0006803097885956881,0.18294558591301083,0.18294558591301083,75.0,-0.5693030901425574,23.930275500849984,0.007584003892998973,0.007604585263978268
fiducial_mask_sf_gal20_bin10_nside64_smooth3,17,1.1303236617007693e-07,0.0011228713167825012,False,8.673256563611009e-05,8.673256563611009e-05,0.0652863148819838,0.0,35.0,-0.35362139039245405,23.995561815731968,0.0027064422667183296,0.0
fiducial_mask_sf_gal20_bin10_nside64_smooth3,3,1.5084776936781886e-05,0.14985321387405096,True,0.0008521511313151265,0.0008521511313151265,0.04722314908899451,0.04722314908899451,145.0,0.8733140699112576,24.042784964820964,0.001957634259079081,0.001962946861432183
fiducial_mask_sf_gal20_bin10_nside64_smooth3,4,1.2361442168302758e-05,0.12279941856624947,True,0.0007676021348256778,0.0007676021348256778,0.04675884703054392,0.04675884703054392,135.0,0.8759639377149664,24.089543811851506,0.0019383866308772665,0.001943646999267665
fiducial_mask_sf_gal20_bin10_nside64_smooth3,5,1.0241626247419986e-05,0.10174102109063969,True,0.0005586980970689277,0.0005586980970689277,0.029898269268662726,0.029898269268662726,125.0,0.8383692498078625,24.11944208112017,0.0012394318747613118,0.0012427954288388057
fiducial_mask_sf_gal20_bin10_nside64_smooth3,0,0.00010066368646227622,1.0,True,-0.0005656016203763346,0.0005656016203763346,0.0031175185516429116,0.0031175185516429116,175.0,-0.9984510568909399,24.122559599671813,0.0001292366400324004,0.00012958736074274705
