theta_center_deg,abs_obs,abs_jackknife_mean,abs_jackknife_err
10.0,0.012280654353627763,0.011253191258682075,0.06150197980394852
30.0,0.001511447121892698,0.0021181195958676685,0.020969362527864136
50.0,0.003666907548786207,0.0035196484889515843,0.015252099375620658
70.0,0.0016269749993653377,0.0018372381006767577,0.01763716210361884
90.0,0.004539840889769484,0.00580608908948922,0.01637678067229946
110.0,0.006706542972971088,0.007252899370496131,0.01828294460434073
130.0,0.0015789170793613866,0.0031487618559855836,0.013139977622481697
150.0,0.0027909848275421132,0.0028579972010381216,0.020727952876170495
170.0,0.006637757986769115,0.006582468482262152,0.0292161469329878
