eigenvalue
2.6356713801274738e-06
2.5973122251308927e-06
9.890617798530438e-07
9.352510067086679e-07
6.695134735673781e-07
6.235952164165696e-07
5.500864147717651e-07
5.247916788242764e-07
4.820289252134992e-07
4.5134677116802785e-07
4.43333619577147e-07
4.316475401809178e-07
4.1086536140425524e-07
3.902995909655514e-07
3.68336062439348e-07
3.571109776122732e-07
1.6418974460149055e-08
