run_tag,bin_index,theta_deg,w_obs,h0_mean,h0_std,delta,pull,abs_pull,diagonal_chi2_contribution
nomask_nosf_nosens_bin10,0,6.205871485792413,0.47661310136595414,-0.0003264612820255938,0.0016214308030480873,0.4769395626479797,294.14734286362733,294.14734286362733,84963.69258405158
nomask_nosf_nosens_bin10,2,26.87895779669927,0.13742498865746366,-0.00014803679187494473,0.000789724506366867,0.1375730254493386,174.2038193901826,174.2038193901826,29800.178500910184
nomask_nosf_nosens_bin10,1,16.45183316663692,0.15278953487190586,-0.00015659505685101225,0.0009752326565951088,0.15294612992875686,156.8304021995294,156.8304021995294,24152.607985506867
nomask_nosf_nosens_bin10,3,37.38091338335579,0.09087904901400307,-7.262942521623719e-05,0.0006769217372561224,0.09095167843921931,134.36069976645737,134.36069976645737,17727.522060924613
nomask_nosf_nosens_bin10,6,68.92065940386797,-0.06860797065347632,-0.00011021132193583084,0.0005994826864962599,-0.0684977593315405,-114.26144701129145,114.26144701129145,12820.440869523427
nomask_nosf_nosens_bin10,7,79.47258022475677,-0.06710363949319716,-0.0001391522835860588,0.000601494702022204,-0.0669644872096111,-111.33013619762355,111.33013619762355,12171.07675767821
nomask_nosf_nosens_bin10,8,90.09983849473228,-0.056424956896654034,-0.0001019546855178386,0.0005817513645205424,-0.056323002211136196,-96.81627848133922,96.81627848133922,9204.501868656802
nomask_nosf_nosens_bin10,5,58.36507048927197,-0.041177367641012534,-0.00011615210961254736,0.0006306854696174511,-0.041061215531399985,-65.10569442990402,65.10569442990402,4162.377560450021
nomask_nosf_nosens_bin10,14,153.22822568701844,0.020569552235929496,-9.044690956747312e-05,0.0007766977494058889,0.02065999914549697,26.59979269246037,26.59979269246037,694.8003429577949
nomask_nosf_nosens_bin10,9,100.59701518910867,-0.01621748442861199,-0.00013540920589079968,0.0006130695273728118,-0.01608207522272119,-26.23205766792175,26.23205766792175,675.722277832821
nomask_nosf_nosens_bin10,12,132.26424791418285,0.016063231668052323,-0.00014477530026700265,0.0006805480022271081,0.016208006968319325,23.816111268363375,23.816111268363375,556.9872088281404
nomask_nosf_nosens_bin10,13,142.72852160988282,0.01266509293613106,-0.000105989910636396,0.0007136847795508033,0.012771082846767454,17.89457081726062,17.89457081726062,314.4460139983176
nomask_nosf_nosens_bin10,10,111.18704330594409,-0.010694122165854072,-0.0001088179592692108,0.000626664012551414,-0.01058530420658486,-16.89151439636066,16.89151439636066,280.1822998822033
nomask_nosf_nosens_bin10,4,47.79735491627765,0.006226938585466188,-0.0001408474622936365,0.0006470708288351042,0.006367786047759825,9.840941291361496,9.840941291361496,95.09918659576253
nomask_nosf_nosens_bin10,15,163.55511736639326,0.008120609946913104,-8.596365128640694e-05,0.0009757917328699436,0.00820657359819951,8.410169212699344,8.410169212699344,69.45651486578014
nomask_nosf_nosens_bin10,11,121.72465435457346,0.0013757299395686705,-0.00014256122438991657,0.0006313106837576046,0.0015182911639585871,2.404982523844886,2.404982523844886,5.6797258059206985
nomask_nosf_nosens_bin10,16,173.01368596731615,-0.0002449582988207173,-0.00028857024951342813,0.0016298606218540018,4.361195069271085e-05,0.026758085986728866,0.026758085986728866,0.0007030943527400288
