theta_center_deg,abs_obs,abs_jackknife_mean,abs_jackknife_err
10.0,0.31470131811893,0.02618233076174731,0.039247896305036695
30.0,0.11415201883573337,0.0022442266849322973,0.005289657172052466
50.0,0.01747521452777317,0.001940735302903985,0.00404342998887697
70.0,0.06785580507333674,0.0003106346113809883,0.004210494540811703
90.0,0.056424956896654034,0.001205624056946281,0.0058613802027569755
110.0,0.013455803297233032,0.0009310333825562905,0.003512981452567207
130.0,0.008719480803810497,0.0005900322020062516,0.0037807620661044
150.0,0.016617322586030277,0.0004910914982450397,0.0040935027415954445
170.0,0.003937825824046193,0.002233885706631689,0.007852702190872583
