run_tag,mode_index,eigenvalue,relative_eigenvalue,kept_by_svd_cut,delta_projection,abs_delta_projection,raw_chi2_contribution,svd_chi2_contribution,dominant_theta_deg,dominant_loading,cumulative_raw_chi2_contribution,fractional_raw_chi2_contribution,fractional_svd_chi2_contribution
nomask_nosf_nosens_bin10,1,2.5973122251308936e-06,0.9854461541428112,True,-0.45146137062815844,0.45146137062815844,77058.5000150641,77058.5000150641,6.205871485792413,-0.9682604268363195,77058.5000150641,0.3228315382665787,0.3724922628345608
nomask_nosf_nosens_bin10,16,1.6418974460148883e-08,0.006229522611940638,False,-0.02306701773681375,0.02306701773681375,31822.946667534074,0.0,90.09983849473228,-0.3219864501329505,108881.44668259818,0.13332015057192875,0.0
nomask_nosf_nosens_bin10,14,3.683360624393478e-07,0.13975037450288413,True,0.09585616816142631,0.09585616816142631,24496.23875666084,24496.23875666084,79.47258022475677,-0.6786362020380224,133377.68543925902,0.10262538769911488,0.11841210773140527
nomask_nosf_nosens_bin10,4,6.695134735673782e-07,0.25402008710774765,True,0.1117044588163058,0.1117044588163058,18301.4380236871,18301.4380236871,26.87895779669927,0.839914446592259,151679.12346294613,0.07667267580503585,0.08846712642001858
nomask_nosf_nosens_bin10,5,6.235952164165695e-07,0.23659824252688497,True,0.10219382274918354,0.10219382274918354,16445.61178822328,16445.61178822328,153.22822568701844,0.8165662973480886,168124.73525116942,0.06889781335335125,0.07949626773810128
nomask_nosf_nosens_bin10,3,9.352510067086677e-07,0.35484355665896206,True,0.12353840438813579,0.12353840438813579,16024.308974326988,16024.308974326988,16.45183316663692,0.6919699123330232,184149.04422549641,0.06713279281104133,0.07745973655132606
nomask_nosf_nosens_bin10,2,9.890617798530432e-07,0.3752599004983723,True,0.10740387884876411,0.10740387884876411,11453.020323427563,11453.020323427563,163.55511736639326,-0.6991179579976683,195602.06454892398,0.04798167844024615,0.05536263300907438
nomask_nosf_nosens_bin10,10,4.4333361957714695e-07,0.16820519542755188,True,-0.0689399947942376,0.0689399947942376,10527.259900014651,10527.259900014651,79.47258022475677,-0.5074246523161708,206129.32444893863,0.044103265786245814,0.05088760955426609
nomask_nosf_nosens_bin10,6,5.500864147717653e-07,0.20870827027956748,True,-0.06489007211165403,0.06489007211165403,7516.732812353358,7516.732812353358,142.72852160988282,0.8569855429727976,213646.05726129198,0.031490859750404165,0.03633505471620833
nomask_nosf_nosens_bin10,9,4.5134677116802795e-07,0.17124546503449106,True,-0.055151887668508495,0.055151887668508495,6617.804635823587,6617.804635823587,132.26424791418285,-0.5591490729952561,220263.86189711557,0.02772485903713379,0.031989735373944186
nomask_nosf_nosens_bin10,13,3.902995909655513e-07,0.14808355620823818,True,0.0491134633643038,0.0491134633643038,6068.8519678655375,6068.8519678655375,68.92065940386797,-0.6221684290521711,226332.7138649811,0.02542505779265336,0.029336158916619042
nomask_nosf_nosens_bin10,0,2.635671380127473e-06,1.0,True,-0.10928319055977584,0.10928319055977584,4449.579700329436,4449.579700329436,173.01368596731615,-0.9660291940050704,230782.29356531054,0.018641222694657705,0.021508775941841952
nomask_nosf_nosens_bin10,8,4.820289252134995e-07,0.1828865801889864,True,-0.04320141125122032,0.04320141125122032,3802.124095205718,3802.124095205718,47.79735491627765,0.7436655543494193,234584.41766051625,0.015928749847138646,0.01837904718524395
nomask_nosf_nosens_bin10,7,5.247916788242766e-07,0.19911119526550966,True,0.03644992658216683,0.03644992658216683,2486.0502045682097,2486.0502045682097,37.38091338335579,0.5998878963904775,237070.46786508447,0.01041514448882087,0.01201729161661472
nomask_nosf_nosens_bin10,15,3.5711097761227305e-07,0.13549146540226178,True,-0.020199090086981904,0.020199090086981904,1121.9252717599713,1121.9252717599713,90.09983849473228,0.7870855122923706,238192.39313684445,0.004700232436806013,0.005423262626802426
nomask_nosf_nosens_bin10,12,4.1086536140425524e-07,0.15588641455915644,True,-0.014447226629570977,0.014447226629570977,498.8534282649712,498.8534282649712,58.36507048927197,-0.6292800813299652,238691.2465651094,0.002089913761426116,0.002411402275944533
nomask_nosf_nosens_bin10,11,4.316475401809179e-07,0.1637713803911478,True,0.0013991407411954237,0.0013991407411954237,4.453454858661846,4.453454858661846,100.59701518910867,-0.6260547461073673,238695.70001996806,1.8657457416657666e-05,2.1527508028448878e-05
