Name,Reporting Group/s,RA,DEC,Discovery Mag/Flux,flux,SNR
FRB 20190822A,CHIME,200.8846905914408,41.647118178144986,,0.3934445559902382,
FRB 20190323B,CHIME,192.9365272193315,77.24813970382635,,5.075716518711503,
FRB 20200826C,CHIME,236.315400949085,36.48381359512075,,0.8088589671695657,
FRB 20211125D,CHIME,276.86853576307686,67.8300697242359,,0.8675122745616933,
FRB 20200506C,CHIME,224.1945037841784,33.69557653207486,,0.3787091954834367,
FRB 20151119B,FRBCAT,82.99166666666666,33.13444444444444,0.04,,
FRB 20190210A,CHIME,144.12112581436892,77.67020824838131,,0.3713137347478726,
FRB 20210327F,CHIME,64.50204473307832,7.922383267411463,,1.3042670142699382,
FRB 20210410C,CHIME,277.8539906956007,81.39295424132254,,1.1267449191338337,
FRB 20230426A,CHIME,98.3378051312592,46.625608296522095,,0.3699083803468053,
FRB 20200223C,CHIME,270.67806600802965,69.91615593470208,,0.3758313468758303,
FRB 20220124A,CHIME,266.7759263577768,48.57133100166865,,0.907168762322801,
FRB 20191215B,CHIME,315.7942236944306,25.70703262599449,,0.8904303893016151,
FRB 20220525B,CHIME,41.17234330081172,14.119187625167196,,1.605563345947713,
FRB 20201226A,CHIME,215.2587905580108,68.77297630348876,,0.7284713558412934,
FRB 20181230A,CHIME,345.9789715902528,83.37356629215827,,0.6358320693373908,
FRB 20220906B,CHIME,70.28301012956189,0.6010927771938759,,0.7512182163759156,
FRB 20210408C,CHIME,162.72331718795397,50.980319444868925,,0.7108295511638691,
FRB 20200813C,CHIME,286.2650368038047,34.390476629313895,,0.3381266976219124,
FRB 20200720B,CHIME,289.46980992244653,46.94522831274567,,0.4055799391542774,
FRB 20181130A,CHIME,355.20754569214444,46.62430869818529,,0.7481249493754052,
FRB 20230508A,CHIME,213.95038381064165,41.25287014045078,,0.5397253654209249,
FRB 20201215A,CHIME,220.79371646148192,28.80693947623572,,2.8844856562176973,
FRB 20200119D,CHIME,68.12558749943764,10.786817265572866,,0.6902708574201567,
FRB 20220923A,CRAFT,93.22683333333332,4.671055555555556,,,
FRB 20210518D,CHIME,184.56032042597667,72.96492776056769,,0.5563353706143898,
FRB 20190328A,CHIME,120.35480299215268,59.10190487850485,,0.4211140342341931,
FRB 20221117G,CHIME,347.1321887384266,48.79873456436518,,0.4423062631341645,
FRB 20221102D,CHIME,349.71731252474683,48.80009678632432,,0.3953758058012857,
FRB 20220308B,CHIME,42.16721629087704,80.10452476868834,,1.2583578291907167,
FRB 20210308C,CHIME,294.5197083036994,59.394652985331206,,0.4200689943106488,
FRB 20230106C,CHIME,331.61584661222787,17.353414617858277,,1.146326468346479,
FRB 20190929E,CHIME,311.249630322644,29.05621146274144,,0.5561601836122183,
FRB 20201122A,CHIME,273.59369237614874,63.40801349945348,,1.2231228953952509,
FRB 20200330B,CHIME,149.65020952793358,81.22942123102206,,0.9810831925138108,
