RA,DEC
-2.259757994980598,1.3189648052420955
2.6260369369611016,0.6564818422672928
2.6718009243894354,0.24505392325362607
2.6259285811033735,0.24283604610665427
-1.3385351821447085,0.5658543603419162
2.710176351317661,0.10697850205994909
0.18338567149786117,0.7228688825440329
-0.41932262499685535,1.2745426851203356
0.21118200333127937,0.7331445569965176
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
-0.40578905108868213,0.6088290207373552
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
-2.8608128101752053,0.8430182693973166
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
1.6271151928746668,0.08152529898801736
-2.6360725801600693,0.39250370178523714
2.7518533594142425,0.02926723230122047
-2.7900021844279173,0.7416146398564462
1.6271530083417933,0.08107830077403436
-1.5506014129082786,0.023191062435874654
1.6271530083417933,0.08107830077403436
1.6271530083417933,0.08107830077403436
1.6271530083417933,0.08107830077403436
1.6271530083417933,0.08107830077403436
1.6271530083417933,0.08107830077403436
1.6271530083417933,0.08107830077403436
1.6271530083417933,0.08107830077403436
-1.7317004849198723,0.1372112408070992
1.6271530083417933,0.08107830077403436
-0.47814749299428083,0.2856813097306052
1.6271530083417933,0.08107830077403436
1.6271530083417933,0.08107830077403436
1.6271530083417933,0.08107830077403436
1.6271530083417933,0.08107830077403436
1.3734504938308543,0.4724620829559083
1.3441216901921331,0.45484734748015554
1.3441216901921331,0.45484734748015554
1.3441216901921331,0.45484734748015554
1.3441216901921331,0.45484734748015554
1.3441216901921331,0.45484734748015554
1.3441216901921331,0.45484734748015554
1.3441216901921331,0.45484734748015554
1.3441216901921331,0.45484734748015554
1.3441216901921331,0.45484734748015554
1.3441216901921331,0.45484734748015554
1.3441216901921331,0.45484734748015554
1.3445580225051317,0.4563260292075397
1.3441216901921331,0.45484734748015554
1.3441216901921331,0.45484734748015554
1.3435399137748012,0.4543673819358571
1.3441216901921331,0.45484734748015554
1.6271530083417933,0.08107830077403436
1.3441216901921331,0.45484734748015554
1.3395402009056476,0.45174938805786563
1.6271530083417933,0.08107830077403436
-1.150899197585928,1.0402307785990537
1.6271530083417933,0.08107830077403436
-1.8764953994930424,0.46469051964772257
-1.1283140552887039,1.0281467975973986
1.6271530083417933,0.08107830077403436
1.6271530083417933,0.08107830077403436
-2.6554695876903165,0.8558212290880572
1.6271530083417933,0.08107830077403436
0.7401941357707951,0.0815888095802427
2.4506240749304546,1.3525715078401912
1.6271530083417933,0.08107830077403436
1.6271530083417933,0.08107830077403436
-1.1251723171910104,0.2829010487135463
1.6271530083417933,0.08107830077403436
-1.3278101338912025,0.8232582333826541
2.5165457425546975,1.3504669316504947
-1.3229323022421386,0.8179112232936973
0.47341801433163605,1.1288833235130624
-2.274673069713777,0.2153687815592892
0.5149182351194007,1.1469752610951311
-1.3072344473394413,1.426220523764903
-2.8210687542252084,0.6386789990832696
0.514926670877452,1.1469737096913517
0.514926670877452,1.1469737096913517
-0.4760458256866702,0.2750784345247396
0.514926670877452,1.1469737096913517
0.514926670877452,1.1469737096913517
