Name,Reporting Group/s,RA,DEC,Discovery Mag/Flux,flux,SNR
FRB 20211011A,CHIME,201.25224385476707,58.387023057025424,,0.3347163717427827,
FRB 20210708B,CHIME,189.7444620227614,10.412178322985104,,4.393560134259705,
FRB 20210104C,CHIME,113.25378090363876,77.19438177635838,,0.489475501190222,
FRB 20221117A,CHIME,301.9183381633738,79.92485354418507,,0.6616096103608301,
FRB 20220525A,CHIME,122.34692096762872,46.27566920463487,,0.357626626800769,
FRB 20191223C,CHIME,317.997405986141,22.71186071883061,,4.070667225157405,
FRB 20201018A,CHIME,200.41972608273505,48.70930597285045,,1.0569422337050176,
FRB 20230618A,CHIME,22.22057263361141,77.46378619890271,,1.0303601205791706,
FRB 20200614A,CHIME,29.107372146877704,65.72599186273138,,1.6179721748006357,
FRB 20210508A,CHIME,195.8892697736615,82.68100961057281,,0.9850782589744168,
FRB 20220626A,CHIME,291.8110111851957,7.7365189571560915,,1.162342014238312,
FRB 20200917B,CHIME,340.80564450055215,61.69853319672206,,0.618349923402131,
FRB 20221024C,CHIME,163.73669399588903,81.75295327076893,,0.4243218604096648,
FRB 20210301C,CHIME,254.8181970180553,45.81344854005489,,1.3950164213102498,
FRB 20181202C,CHIME,307.0479125931495,57.02911050267198,,0.5880364928748633,
FRB 20230307E,CHIME,251.5923219248625,23.69714846059099,,0.4113545823629518,
FRB 20210201A,CHIME,221.70636007111844,22.434973420643736,,0.8721590183305225,
FRB 20210401A,CRAFT,76.74999999999999,25.883333333333333,,,
FRB 20210909A,CHIME,173.5327949985758,21.604308745744326,,0.5511922932152498,
FRB 20210720C,CHIME,177.59008125798982,33.73534212191217,,0.6436287706870524,
FRB 20200721C,CHIME,198.37883989654625,45.15929326814385,,1.2028116443594528,
FRB 20200810B,CHIME,321.8223132252672,62.12739262228695,,0.4107750636221536,
FRB 20181203C,CHIME,198.1494152368182,72.94390078615638,,0.8964583696263768,
FRB 20200417B,CHIME,139.2279250624974,72.28151916817379,,1.1116063957766182,
FRB 20221210J,CHIME,176.3020899299699,35.34684824924467,,0.4067502190374996,
FRB 20200807A,CHIME,333.30205748879143,76.58701326001795,,0.5548581734901563,
FRB 20221022D,CHIME,349.8879263204821,48.79819931740269,,0.3479756959680252,
FRB 20210526B,CHIME,203.29732886447823,49.03897966404533,,0.6315898842178298,
FRB 20220222A,CHIME,265.6310217176624,24.708456016300275,,4.132784279982933,
FRB 20200627E,CHIME,177.80086515120087,72.54644955324557,,3.934487299674464,
FRB 20180915B,CHIME,225.2346159445592,25.01570447791812,,0.99,
FRB 20210113B,CHIME,148.26319400642433,67.95916498336294,,1.889456974099073,
FRB 20211212B,CHIME,217.29651579450027,66.60133619200708,,0.5224810485682475,
FRB 20230504F,CHIME,347.50949486625035,48.80017893693721,,0.4325001763167344,
FRB 20211014C,CHIME,7.53788560568945,2.831440281574354,,0.7000141558104445,
FRB 20181120C,CHIME,65.37567755488512,73.65081563094733,,0.4172297739559921,
FRB 20200918C,CHIME,342.11813864379496,33.50414987775558,,0.3845860810047405,
FRB 20191015B,CHIME,239.17715946420245,49.37572078507114,,0.6876867273821355,
FRB 20010630D ,PARKES,273.9616666666666,21.56175,,,7.5
FRB 20220901C,CHIME,18.685642542461835,85.25997516315061,,0.9728994846580729,
FRB 20190825E,CHIME,30.787098508023437,57.78235542225343,,1.909451619191404,
FRB 20230331B,CHIME,41.83507747580119,68.16333262428184,,0.6293128248109693,
FRB 20210216D,CHIME,84.92716923434901,30.208922904881707,,9.310357729467157,
FRB 20221030C,CHIME,347.32132147982765,48.66901575020779,,1.2883222329514068,
FRB 20230909F,CHIME,13.274552039840202,13.603454503847368,,1.5715902923360543,
FRB 20210129E,CHIME,26.226813579099318,65.72111129490318,,0.4098632931975686,
FRB 20230330A,CHIME,122.92028942875154,72.48325334326438,,0.8848328625098312,
FRB 20190720B,CHIME,348.9376963582288,62.90571325974653,,0.3791332151248696,
FRB 20200621A,CHIME,272.50408926360205,55.52855500119456,,0.5606304009336179,
FRB 20200311A,CHIME,31.015569867761727,52.58250298693761,,1.1953253128875871,
FRB 20230629G,CHIME,65.40690486197029,77.53631059031551,,0.7578634913076217,
FRB 20190601C,CHIME,88.57496868469022,28.474314121349444,,1.32,
FRB 20210127D,CHIME,68.8394962628702,38.34875961431713,,0.7470213193535316,
FRB 20190729A,CHIME,236.13610646941245,44.96312109299905,,0.4802693086164935,
FRB 20211117C,CHIME,17.97792985589121,33.747904889188014,,1.1118290620672135,
FRB 20191228C,CHIME,191.9060702419563,21.15995378999552,,0.6264759270070412,
FRB 20210713C,CHIME,25.027150471314712,65.71772067928518,,0.3822394748149959,
FRB 20230703A,CHIME,184.7800812141114,48.67419822530937,,1.8839086617150047,
FRB 20190928A,CHIME,210.6634113915545,80.08124745138616,,0.6995419527770559,
FRB 20220915D,CHIME,166.27629585253158,35.178576317083774,,2.466937549358585,
FRB 20230403A,CHIME,19.207406045656462,20.633209183953163,,2.90565919321178,
FRB 20220308A,CHIME,278.0542139149243,59.57913987076719,,0.6292159047365011,
FRB 20230915C,CHIME,1.3255796036744438,31.878329742967686,,0.7836396074357892,
FRB 20180906A,CHIME,141.48470347788566,14.285506466779324,,1.6,
FRB 20190929E,CHIME,311.249630322644,29.05621146274144,,0.5561601836122183,
FRB 20220105A,CRAFT,208.96416666666664,22.488805555555558,0.0,,
FRB 20190422A,CHIME,48.60009924342938,35.151987555033855,,0.7323424025187911,
FRB 20211126B,CHIME,285.5592315272279,83.47826593533756,,0.6524968171198048,
FRB 20230117A,CHIME,138.86839449441396,26.046619308501462,,2.3457675046069806,
FRB 20190409B,CHIME,126.57921254944804,63.46673137511799,,0.3632570097061856,
FRB 20210920B,CHIME,270.0944669452257,82.00010258451692,,1.3326947630037729,
FRB 20220421C,CHIME,262.4531238128324,73.26637357814036,,0.5726976948543254,
FRB 20210113C,CHIME,110.77967364007054,64.95401218961612,,2.414382092878805,
FRB 20230727B,CHIME,184.0253305809655,81.13288942369991,,0.8865699683728342,
FRB 20190925C,CHIME,296.73320232225313,88.59796475956799,,2.355225898459689,
FRB 20221207C,CHIME,347.3668147131788,48.80014747815327,,0.4535396617677805,
FRB 20220809A,CHIME,282.6572093966262,27.860120160391997,,0.7504918667569509,
FRB 20200710C,CHIME,246.6799297317027,43.93632243871954,,0.4004760184412427,
FRB 20200722C,CHIME,84.92562892311282,79.78828760156955,,0.8463888909996486,
FRB 20200127A,CHIME,2.384451801846132,44.16374918571496,,0.755304863584676,
FRB 20191218E,CHIME,278.98102795636225,59.429376668660645,,0.4713394069492759,
FRB 20221215A,CHIME,344.4239186764869,48.80035055182721,,0.6258167881746575,
FRB 20211204D,CHIME,29.403369033410733,65.72198894127186,,0.6510477504530671,
FRB 20210830H,CHIME,38.228676919771374,89.72735564597332,,1.658191054890867,
FRB 20230710B,CHIME,347.2386922549883,48.80090117692271,,0.5530412874896763,
FRB 20220328C,CHIME,320.9963002318267,87.43215936277464,,0.7305013022404563,
FRB 20201114A,CHIME,221.3218246060145,71.6713451932012,,0.5980434294862456,
FRB 20191227A,CHIME,107.42726743116523,83.70471392881657,,0.5450229915170451,
FRB 20211225A,CHIME,234.5518535166649,80.87951593016493,,1.8318139689155333,
FRB 20190122A,CHIME,349.59263697969834,37.49930958410984,,0.3220659197709362,
FRB 20190320E,CHIME,67.21731674673512,89.21358743629705,,3.4956041709625247,
FRB 20200116E,CHIME,265.6736391658897,14.70188763803243,,3.3350402305874063,
FRB 20220813B,CHIME,122.11322846000276,64.2822111021104,,0.6821933218948778,
FRB 20230814C,CHIME,330.7468870998838,73.0446497681323,,1.2835902524770644,
FRB 20190116D,CHIME,84.9689539588563,68.67567909568454,,0.5971972416391609,
FRB 20200514E,CHIME,286.445945509474,80.92772367028775,,0.8769294214364465,
FRB 20210315A,CHIME,246.85020984905424,78.51188148611422,,0.3902616251879447,
FRB 20200514A,ALERT,27.124854166666665,64.68025,,,
FRB 20210412E,CHIME,167.71395777514675,50.60023315280537,,0.4458583837276005,
FRB 20220716C,CHIME,315.3313209497205,24.002082353835284,,0.4778467572908036,
FRB 20230805A,CHIME,35.91537501575817,52.70551002549691,,2.9256707274885376,
FRB 20211216B,CHIME,34.9128087252037,52.7096697741938,,0.6337685741244474,
FRB 20221221A,CHIME,347.3548501302082,48.674490514213815,,0.7728635676305349,
FRB 20230418C,CHIME,347.08863577272666,48.73960167128386,,1.305060099905092,
FRB 20210405B,CHIME,77.00077222135599,26.07587180746058,,1.2440061125582276,
FRB 20210112A,CHIME,146.16703997414447,0.7005344332234811,,0.551835791658912,
FRB 20210416D,CHIME,339.1047713185012,2.840663206178643,,0.9897876960323628,
