theta_center_deg,abs_obs,abs_jackknife_mean,abs_jackknife_err
10.0,0.02207949387779786,0.024584365614430625,0.1786728212179025
30.0,0.014076055617721508,0.012964898775722915,0.03740770326970858
50.0,0.008191337144031509,0.008887025040603404,0.029518473608976917
70.0,0.0056068424508301,0.007019060401669883,0.015371743601302534
90.0,0.004887921157565668,0.006034477658362849,0.023562458398336428
110.0,0.0029617150798133263,0.003598986381817804,0.018008355133838062
130.0,0.00235806339561096,0.003028502198785599,0.022211647901953964
150.0,0.003498444470225507,0.007057299613453955,0.04488565382993194
170.0,0.04296602283107876,0.04262272597358112,0.09568594257115741
