category,statistic,value
chi2,chi2,252.4349803268986
chi2,chi2_red,14.849116489817565
chi2,p_empirical,0.000999000999000999
svd,chi2_svd,252.3669629110959
svd,chi2_svd_red,14.845115465358582
svd,p_svd_empirical,0.000999000999000999
covariance,effective_modes,3.559379854679843
covariance,condition,1444.6646330284239
anisotropy,abs_stat,0.1066258960246752
anisotropy,abs_p,0.000999000999000999
