theta_deg,w_obs,w_jackknife_mean,w_jackknife_err
6.667948463811719,-0.011592146886024014,-0.00827109065274842,0.08606149790184028
16.219549827171342,-0.0004597306325104792,-0.0006035857451059922,0.01176091473552322
26.63644028855973,-0.000222785496560272,-5.112495909501672e-05,0.015605663243337732
37.16411605597467,0.0021769749306786083,0.0012931105591313839,0.013665885162902328
47.67370919796724,-0.001089467511611539,-0.00017980273695391782,0.011275548292901467
58.310159610735866,9.938486851421412e-05,-0.0005004827946736312,0.012376882910342042
68.87045856909494,0.0014760505370924589,0.0007752718033860183,0.01664292347635375
79.33432574142712,-0.0013054291636207837,-0.0015399907094685657,0.012069535525414286
89.82855819693712,-0.0036008077143412118,-0.0037070470501558554,0.010073022331721223
100.35573699419945,0.0018048222449203982,0.0021288273356293665,0.012484369930775879
111.01151507351221,-0.001199354561111116,-0.0016505297154414344,0.012668405650118375
121.55748952377363,-0.0023800604097604624,-0.0013213286041027542,0.012979551172424442
132.12986143192512,0.0015981152386946515,0.0015386550167608326,0.014418353645165397
142.73088747116321,-0.0003282115465408445,-0.0005047288251769835,0.016059107133014585
153.2053318510985,0.003632725291094738,0.003068685184153693,0.016714551130300615
163.6184239564694,-0.0009045431316553774,-0.0009321550136974419,0.025018977890138475
173.035552030217,0.0043465996512463126,0.003444040116157683,0.03463417022835983
