eigenvalue
3.726947461007503e-05
3.381651878342592e-05
1.2122892173414384e-05
1.1481589417969018e-05
7.622296084658086e-06
6.877766969784986e-06
5.721568363205192e-06
5.575634002366137e-06
4.477101555900414e-06
4.446902888007646e-06
3.96736356625558e-06
3.839476140798787e-06
3.6317281379352237e-06
3.390440126060471e-06
3.3180706723261326e-06
3.20207039769102e-06
6.778392179896645e-08
