run_tag,mode_index,eigenvalue,relative_eigenvalue,kept_by_svd_cut,delta_projection,abs_delta_projection,raw_chi2_contribution,svd_chi2_contribution,dominant_theta_deg,dominant_loading,cumulative_raw_chi2_contribution,fractional_raw_chi2_contribution,fractional_svd_chi2_contribution
mask_sf_nosens_bin10,6,7.252549307869431e-06,0.0734407112246544,True,0.010425341175642635,0.010425341175642635,14.716122078590407,14.716122078590407,6.667948463811719,-0.9385889497664486,14.716122078590407,0.5219549144503963,0.5826233805226692
mask_sf_nosens_bin10,11,3.1997657477196928e-06,0.03240144427695809,True,0.0035204364998507286,0.0035204364998507286,3.8034557172321506,3.8034557172321506,68.87045856909494,0.7410934651044991,18.519577795822556,0.13490187108409302,0.1505819410716881
mask_sf_nosens_bin10,16,9.54674734250428e-08,0.0009667220241506506,False,0.0005342489818871239,0.0005342489818871239,2.9358610457577123,0.0,37.16411605597467,-0.3639816074540389,21.455438841580268,0.10412981713478,0.0
mask_sf_nosens_bin10,8,4.993842792196958e-06,0.05056861399137436,True,0.002643415003607606,0.002643415003607606,1.3740399310688738,1.3740399310688738,100.35573699419945,0.6719879881849327,22.829478772649143,0.04873477474856465,0.054399371338265196
mask_sf_nosens_bin10,9,3.910052892178643e-06,0.039593948712080405,True,-0.002282325143053302,0.002282325143053302,1.3082053359915207,1.3082053359915207,89.82855819693712,0.7414459834628485,24.137684108640663,0.04639973768798817,0.05179292555489462
mask_sf_nosens_bin10,4,1.0889401745621911e-05,0.11026817951333588,True,0.003396479658648466,0.003396479658648466,1.040297451206427,1.040297451206427,132.12986143192512,0.809681238755523,25.17798155984709,0.03689751717521946,0.041186231979740466
mask_sf_nosens_bin10,12,3.164576141228855e-06,0.032045107543666435,True,0.001792867416151441,0.001792867416151441,0.9974343451052978,0.9974343451052978,47.67370919796724,-0.5835014881244062,26.175415904952388,0.035377238343702995,0.03948924634432817
mask_sf_nosens_bin10,2,1.887977528164128e-05,0.1911802409865598,True,0.003965121968905607,0.003965121968905607,0.8177485830807786,0.8177485830807786,153.2053318510985,0.9507113995999057,26.993164488033166,0.029004101042680707,0.032375339192468974
mask_sf_nosens_bin10,13,2.774682508636307e-06,0.02809696952156554,True,-0.0009984672979390947,0.0009984672979390947,0.35282383269721657,0.35282383269721657,37.16411605597467,-0.5639401824928308,27.34598832073038,0.012514039529439424,0.013968585816101562
mask_sf_nosens_bin10,10,3.5994554144900774e-06,0.03644877882798443,True,0.0010090499635497326,0.0010090499635497326,0.2777743006276147,0.2777743006276147,16.219549827171342,-0.8402139061155497,27.623762621357997,0.009852164894142606,0.010997313095780108
mask_sf_nosens_bin10,7,5.761271199315871e-06,0.05833974185832485,True,0.001209403926760407,0.001209403926760407,0.24930325491243394,0.24930325491243394,111.01151507351221,0.6406158043560699,27.87306587627043,0.008842347079964487,0.009870120971862708
mask_sf_nosens_bin10,0,9.875379999635292e-05,1.0,True,-0.004880101309294963,0.004880101309294963,0.2368140029602922,0.2368140029602922,173.035552030217,-0.9958789450463199,28.10987987923072,0.008399375324265788,0.009375661211764471
mask_sf_nosens_bin10,1,3.1457702033451954e-05,0.31854674994393856,True,0.001216004169211662,0.001216004169211662,0.046157964903196125,0.046157964903196125,163.6184239564694,-0.9654042412684537,28.156037844133916,0.001637141666370291,0.0018274318061734086
mask_sf_nosens_bin10,5,8.037919589367564e-06,0.08139352196740189,True,0.0005138719441001977,0.0005138719441001977,0.03226039466864761,0.03226039466864761,121.55748952377363,-0.7678223060034608,28.188298238802563,0.0011442193432131998,0.0012772155666055279
mask_sf_nosens_bin10,3,1.4075153377797896e-05,0.1425277141570016,True,0.00026977447339461785,0.00026977447339461785,0.0050775252290352945,0.0050775252290352945,142.73088747116321,-0.8848718861148485,28.193375764031597,0.00018009087124905808,0.00020102340126231438
mask_sf_nosens_bin10,15,2.4639792864542215e-06,0.024950728848360457,True,-3.71448808956603e-05,3.71448808956603e-05,0.0005498755467630473,0.0005498755467630473,68.87045856909494,0.5098166672703621,28.19392563957836,1.9503116543632444e-05,2.1770025296808664e-05
mask_sf_nosens_bin10,14,2.729982682337427e-06,0.027644330470708453,True,2.9558186564977365e-05,2.9558186564977365e-05,0.00031426730337500894,0.00031426730337500894,58.310159610735866,-0.6588305994614085,28.194239906881734,1.1146507386365171e-05,1.2442101098527259e-05
